From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
ABB56097.1	Q31S72	unreviewed	Q31S72_SYNE7	Translation initiation factor IF-3	infC Synpcc7942_0065	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	184
ABB56098.1	Q31S71	unreviewed	Q31S71_SYNE7	ABC-type uncharacterized transport system domain-containing protein	Synpcc7942_0066	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	504
ABB56099.1	Q31S70	unreviewed	Q31S70_SYNE7	Probable permease protein of ABC transporter	Synpcc7942_0067	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	269
ABB56100.1	Q31S69	unreviewed	Q31S69_SYNE7	ATPase	Synpcc7942_0068	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	329
ABB56101.1	Q31S68	unreviewed	Q31S68_SYNE7	Nif11 domain-containing protein	Synpcc7942_0069	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	98
ABB56102.1	Q31S67	unreviewed	Q31S67_SYNE7	Pyridoxamine 5'-phosphate oxidase Alr4036 family FMN-binding domain-containing protein	Synpcc7942_0070	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	186
ABB56103.1	Q31S66	unreviewed	Q31S66_SYNE7	Pleiotropic regulatory protein-like	Synpcc7942_0071	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	399
ABB56104.1	Q31S65	unreviewed	Q31S65_SYNE7	DUF1997 domain-containing protein	Synpcc7942_0072	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	217
ABB56105.1	Q31S64	reviewed	ISPH_SYNE7	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	ispH Synpcc7942_0073	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	398
ABB56106.1	Q31S63	unreviewed	Q31S63_SYNE7	Uncharacterized protein	Synpcc7942_0074	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	117
ABB56107.1	Q31S62	unreviewed	Q31S62_SYNE7	Aminopeptidase P. Metallo peptidase. MEROPS family M24B (EC 3.4.11.9)	Synpcc7942_0075	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	437
ABB56108.1	Q31S61	unreviewed	Q31S61_SYNE7	Extracellular solute-binding protein, family 3	Synpcc7942_0076	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	253
ABB56109.1	Q31S60	unreviewed	Q31S60_SYNE7	Transcriptional regulator, XRE family	Synpcc7942_0077	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	229
ABB56110.1	Q31S59	unreviewed	Q31S59_SYNE7	YjbQ family protein	Synpcc7942_0078	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	149
ABB56111.1	Q31S58	unreviewed	Q31S58_SYNE7	Single-stranded DNA-binding protein	Synpcc7942_0079	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	148
ABB56112.1	Q31S57	unreviewed	Q31S57_SYNE7	Probable ABC transporter permease protein	Synpcc7942_0080	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	407
ABB56113.1	Q31S56	unreviewed	Q31S56_SYNE7	RNA-binding S4	Synpcc7942_0081	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	69
ABB56114.1	Q31S55	unreviewed	Q31S55_SYNE7	ATPase	Synpcc7942_0082	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	582
ABB56115.1	Q54732	unreviewed	Q54732_SYNE7	Orf4; Method: conceptual translation supplied by author	Synpcc7942_0083	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	65
ABB56116.1	Q54731	unreviewed	Q54731_SYNE7	Orf5; Method: conceptual translation supplied by author	Synpcc7942_0084	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	233
ABB56117.1	Q31S52	unreviewed	Q31S52_SYNE7	HAD-superfamily hydrolase subfamily IA, variant 3	Synpcc7942_0085	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	228
ABB56118.1	Q31S51	unreviewed	Q31S51_SYNE7	Isoamylase, glycosyl hydrolase family 13 (EC 3.2.1.68)	Synpcc7942_0086	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	694
ABB56119.1	Q31S50	unreviewed	Q31S50_SYNE7	Peptidase M50 domain-containing protein	Synpcc7942_0087	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	503
ABB56120.1	Q31S49	unreviewed	Q31S49_SYNE7	Metallo-beta-lactamase domain-containing protein	Synpcc7942_0088	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	240
ABB56121.1	Q31S48	unreviewed	Q31S48_SYNE7	Carboxymethylenebutenolidase (EC 3.1.1.45)	Synpcc7942_0089	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	244
ABB56122.1	Q31S47	unreviewed	Q31S47_SYNE7	Transcriptional regulator, GntR family	Synpcc7942_0090	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	327
ABB56123.1	Q31S46	unreviewed	Q31S46_SYNE7	Chorismate lyase	Synpcc7942_0091	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	203
ABB56124.1	Q31S45	unreviewed	Q31S45_SYNE7	Uncharacterized protein	Synpcc7942_0092	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	115
ABB56125.1	Q31S44	unreviewed	Q31S44_SYNE7	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk Synpcc7942_0093	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	215
ABB56126.1	Q31S43	unreviewed	Q31S43_SYNE7	DNA polymerase III, delta prime subunit	Synpcc7942_0094	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	311
ABB56127.1	Q31S42	reviewed	RPAA_SYNE7	DNA-binding dual master transcriptional regulator RpaA (Regulator of phycobilisome-associated protein A) (RpaA)	rpaA Synpcc7942_0095	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	249
ABB56128.1	Q31S41	unreviewed	Q31S41_SYNE7	Membrane protein of uknown function UCP014873	Synpcc7942_0096	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	173
ABB56129.1	Q31S40	unreviewed	Q31S40_SYNE7	Hydrogenobyrinic acid a,c-diamide cobaltochelatase (EC 6.6.1.2)	Synpcc7942_0097	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	1263
ABB56130.1	Q31S39	unreviewed	Q31S39_SYNE7	Pyruvate kinase (EC 2.7.1.40)	Synpcc7942_0098	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	594
ABB56131.1	Q31S38	unreviewed	Q31S38_SYNE7	NTP pyrophosphohydrolase MazG putative catalytic core domain-containing protein	Synpcc7942_0099	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	109
ABB56132.1	Q31S37	unreviewed	Q31S37_SYNE7	Uncharacterized protein	Synpcc7942_0100	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	184
ABB56133.1	Q31S36	unreviewed	Q31S36_SYNE7	Type 2 NADH dehydrogenase	Synpcc7942_0101	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	444
ABB56134.1	Q31S35	unreviewed	Q31S35_SYNE7	Putative restriction endonuclease domain-containing protein	Synpcc7942_0102	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	187
ABB56135.1	Q31S34	unreviewed	Q31S34_SYNE7	Ankyrin	Synpcc7942_0103	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	125
ABB56136.1	Q31S33	unreviewed	Q31S33_SYNE7	Uncharacterized protein	Synpcc7942_0104	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	258
ABB56137.1	Q31S32	unreviewed	Q31S32_SYNE7	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing])	nadE Synpcc7942_0105	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	574
ABB56138.1	Q31S31	unreviewed	Q31S31_SYNE7	nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	Synpcc7942_0106	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	192
ABB56139.1	Q31S30	unreviewed	Q31S30_SYNE7	Small GTP-binding protein domain	Synpcc7942_0107	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	472
ABB56140.1	Q31S29	unreviewed	Q31S29_SYNE7	sulfiredoxin (EC 1.8.98.2)	Synpcc7942_0108	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	86
ABB56141.1	Q31S28	unreviewed	Q31S28_SYNE7	DNA-binding ferritin-like protein (Oxidative damage protectant)-like	Synpcc7942_0109	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	168
ABB56142.1	Q31S27	unreviewed	Q31S27_SYNE7	Transcriptional regulator, XRE family	Synpcc7942_0110	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	185
ABB56143.1	Q31S26	unreviewed	Q31S26_SYNE7	DnaK protein-like	Synpcc7942_0111	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	531
ABB56144.1	Q31S25	unreviewed	Q31S25_SYNE7	Deoxyribodipyrimidine photo-lyase type I (EC 4.1.99.3)	Synpcc7942_0112	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	484
ABB56145.1	Q31S24	unreviewed	Q31S24_SYNE7	Cytochrome b6-f complex subunit 6	Synpcc7942_0113	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	30
ABB56146.1	Q31S23	unreviewed	Q31S23_SYNE7	Uncharacterized protein	Synpcc7942_0114	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	123
ABB56147.1	Q31S22	unreviewed	Q31S22_SYNE7	dTDP-4-dehydrorhamnose 3,5-epimerase	Synpcc7942_0115	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	171
ABB56148.1	Q31S21	unreviewed	Q31S21_SYNE7	Fructokinase	Synpcc7942_0116	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	324
ABB56149.1	Q31S20	unreviewed	Q31S20_SYNE7	Thiol methyltransferase 1-like	Synpcc7942_0117	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	443
ABB56150.1	Q31S19	reviewed	GATB_SYNE7	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	gatB Synpcc7942_0118	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	494
ABB56151.1	Q31S18	unreviewed	Q31S18_SYNE7	Uncharacterized protein	Synpcc7942_0119	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	185
ABB56152.1	Q31S17	unreviewed	Q31S17_SYNE7	Cytosine/adenosine deaminases-like	Synpcc7942_0120	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	161
ABB56153.1	Q31S16	unreviewed	Q31S16_SYNE7	Lipid-A-disaccharide synthase	Synpcc7942_0121	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	408
ABB56154.1	Q31S15	unreviewed	Q31S15_SYNE7	cyclic-guanylate-specific phosphodiesterase (EC 3.1.4.52)	Synpcc7942_0122	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	525
ABB56155.1	Q31S14	unreviewed	Q31S14_SYNE7	Uncharacterized protein	Synpcc7942_0123	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	29
ABB56156.1	Q31S13	unreviewed	Q31S13_SYNE7	Thiol methyltransferase 1-like	Synpcc7942_0124	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	199
ABB56157.1	Q31S12	reviewed	HIS7_SYNE7	Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)	hisB Synpcc7942_0125	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	209
ABB56158.1	Q31S11	unreviewed	Q31S11_SYNE7	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	Synpcc7942_0126	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	258
ABB56159.1	P29283	reviewed	NTCA_SYNE7	Global nitrogen regulator	ntcA Synpcc7942_0127	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	222
ABB56160.1	Q31S09	unreviewed	Q31S09_SYNE7	DUF3084 domain-containing protein	Synpcc7942_0128	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	432
ABB56161.1	Q31S08	unreviewed	Q31S08_SYNE7	Resolvase, RNase H-like fold	Synpcc7942_0129	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	143
ABB56162.1	Q31S07	unreviewed	Q31S07_SYNE7	Uncharacterized protein	Synpcc7942_0130	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	195
ABB56163.1	Q31S06	unreviewed	Q31S06_SYNE7	Cyclic nucleotide-binding domain (cNMP-BD) protein	Synpcc7942_0131	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	941
ABB56164.1	Q31S05	unreviewed	Q31S05_SYNE7	Amine oxidase domain-containing protein	Synpcc7942_0132	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	349
ABB56165.1	Q31S04	unreviewed	Q31S04_SYNE7	Uncharacterized protein	Synpcc7942_0133	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	279
ABB56166.1	Q31S03	unreviewed	Q31S03_SYNE7	O-antigen polymerase	Synpcc7942_0134	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	435
ABB56167.1	Q31S02	unreviewed	Q31S02_SYNE7	Methylase involved in ubiquinone/menaquinone biosynthesis-like	Synpcc7942_0135	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	211
ABB56168.1	Q31S01	unreviewed	Q31S01_SYNE7	Phage integrase	Synpcc7942_0136	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	435
ABB56169.1	Q31S00	reviewed	HEMH_SYNE7	Ferrochelatase (EC 4.98.1.1) (Heme synthase) (Protoheme ferro-lyase)	hemH Synpcc7942_0137	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	387
ABB56170.1	Q31RZ9	unreviewed	Q31RZ9_SYNE7	Membrane proteins, metalloendopeptidases-like	Synpcc7942_0138	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	200
ABB56171.1	Q31RZ8	unreviewed	Q31RZ8_SYNE7	Acetolactate synthase (EC 2.2.1.6)	Synpcc7942_0139	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	612
ABB56172.1	Q31RZ7	unreviewed	Q31RZ7_SYNE7	Uncharacterized protein	Synpcc7942_0140	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	132
ABB56173.1	Q31RZ6	unreviewed	Q31RZ6_SYNE7	Protein-export membrane protein SecF	secF Synpcc7942_0141	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	314
ABB56174.1	Q31RZ5	unreviewed	Q31RZ5_SYNE7	Protein translocase subunit SecD	secD Synpcc7942_0142	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	464
ABB56175.1	Q31RZ4	unreviewed	Q31RZ4_SYNE7	Pyruvate dehydrogenase E1 component subunit beta (EC 1.2.4.1)	Synpcc7942_0143	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	326
ABB56176.1	Q31RZ3	unreviewed	Q31RZ3_SYNE7	DUF4281 domain-containing protein	Synpcc7942_0144	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	150
ABB56177.1	Q31RZ2	unreviewed	Q31RZ2_SYNE7	DUF3082 domain-containing protein	Synpcc7942_0145	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	107
ABB56178.1	Q31RZ1	unreviewed	Q31RZ1_SYNE7	Uncharacterized protein	Synpcc7942_0146	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	231
ABB56179.1	Q31RZ0	unreviewed	Q31RZ0_SYNE7	Uncharacterized protein	Synpcc7942_0147	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	110
ABB56180.1	Q31RY9	unreviewed	Q31RY9_SYNE7	Gluconokinase	Synpcc7942_0148	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	514
ABB56181.1	Q31RY8	unreviewed	Q31RY8_SYNE7	Methylated-DNA--protein-cysteine methyltransferase	Synpcc7942_0149	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	185
ABB56182.1	Q31RY7	unreviewed	Q31RY7_SYNE7	Dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83)	Synpcc7942_0150	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	388
ABB56183.1	Q31RY6	unreviewed	Q31RY6_SYNE7	Response regulator receiver modulated diguanylate cyclase	Synpcc7942_0151	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	796
ABB56184.1	Q31RY5	reviewed	MRAY_SYNE7	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	mraY Synpcc7942_0152	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	365
ABB56185.1	Q31RY4	unreviewed	Q31RY4_SYNE7	DUF3134 domain-containing protein	Synpcc7942_0153	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	93
ABB56186.1	Q31RY3	unreviewed	Q31RY3_SYNE7	Plastid lipid-associated protein/fibrillin conserved domain-containing protein	Synpcc7942_0154	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	205
ABB56187.1	Q31RY2	unreviewed	Q31RY2_SYNE7	Uncharacterized protein	Synpcc7942_0155	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	76
ABB56188.1	Q31RY1	unreviewed	Q31RY1_SYNE7	Phosphoglucomutase	Synpcc7942_0156	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	543
ABB56189.1	Q31RY0	unreviewed	Q31RY0_SYNE7	Uncharacterized protein	Synpcc7942_0157	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	172
ABB56190.1	Q31RX9	unreviewed	Q31RX9_SYNE7	Rhodanese-like	Synpcc7942_0158	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	391
ABB56191.1	Q31RX8	unreviewed	Q31RX8_SYNE7	Mov34/MPN/PAD-1	Synpcc7942_0159	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	144
ABB56192.1	Q31RX7	unreviewed	Q31RX7_SYNE7	GTPase Era	era Synpcc7942_0160	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	311
ABB56193.1	Q31RX6	unreviewed	Q31RX6_SYNE7	Chromophore lyase CpcS/CpeS (EC 4.-.-.-)	cpcS Synpcc7942_0161	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	180
ABB56194.1	Q31RX5	unreviewed	Q31RX5_SYNE7	Uncharacterized protein	Synpcc7942_0162	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	116
ABB56195.1	Q31RX4	unreviewed	Q31RX4_SYNE7	Methyltransferase domain-containing protein	Synpcc7942_0163	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	249
ABB56196.1	Q31RX3	unreviewed	Q31RX3_SYNE7	Ribosomal silencing factor RsfS	rsfS Synpcc7942_0164	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	139
ABB56197.1	Q31RX2	unreviewed	Q31RX2_SYNE7	Ycf36	Synpcc7942_0165	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	166
ABB56198.1	Q31RX1	unreviewed	Q31RX1_SYNE7	Asparaginase	Synpcc7942_0166	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	317
ABB56199.1	Q31RX0	unreviewed	Q31RX0_SYNE7	Uncharacterized protein	Synpcc7942_0167	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	76
ABB56200.1	Q31RW9	unreviewed	Q31RW9_SYNE7	Lipoprotein	Synpcc7942_0168	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	227
ABB56201.1	Q31RW8	unreviewed	Q31RW8_SYNE7	Glutamine synthetase I beta	Synpcc7942_0169	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	723
ABB56202.1	Q31RW7	unreviewed	Q31RW7_SYNE7	Uncharacterized protein	Synpcc7942_0170	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	84
ABB56203.1	Q31RW6	unreviewed	Q31RW6_SYNE7	Cysteine synthase	Synpcc7942_0171	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	372
ABB56204.1	Q31RW5	unreviewed	Q31RW5_SYNE7	Uncharacterized protein	Synpcc7942_0172	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	97
ABB56205.1	Q31RW4	unreviewed	Q31RW4_SYNE7	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase-like	Synpcc7942_0173	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	289
ABB56206.1	Q31RW3	unreviewed	Q31RW3_SYNE7	Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI)	rsmI Synpcc7942_0174	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	292
ABB56207.1	Q31RW2	unreviewed	Q31RW2_SYNE7	Lipopolysaccharide assembly protein A domain-containing protein	Synpcc7942_0175	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	70
ABB56208.1	Q31RW1	unreviewed	Q31RW1_SYNE7	Uncharacterized protein	Synpcc7942_0176	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	133
ABB56209.1	Q31RW0	unreviewed	Q31RW0_SYNE7	ABC-type uncharacterized transport system permease component-like	Synpcc7942_0177	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	262
ABB56210.1	Q31RV9	unreviewed	Q31RV9_SYNE7	ATPase	Synpcc7942_0178	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	325
ABB56211.1	Q31RV8	unreviewed	Q31RV8_SYNE7	Secretion chaperone CsaA	Synpcc7942_0179	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	117
ABB56212.1	Q31RV7	unreviewed	Q31RV7_SYNE7	DUF4435 domain-containing protein	Synpcc7942_0180	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	290
