Experiment,Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,R1,R2,Swift,publication,biosample_strain,biosample_genotype,project,condition,reference_condition,post_induction_time,strain_description,base_media,carbon_source,carbon_ml/min,nitrogen_source,inducer_agent,aerobicity,inoculation,supplement,temperature,entrainment,post_entrainment_condition,growth_phase,OD_wavelength,OD,fluorescent light,light_flux_umol/m2/s,skip,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation
SRX15590314,SRR19538257,2022-06-06 13:09:15,2022-06-06 13:03:33,7589074,758907400,0,100,442,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19538/SRR19538257/SRR19538257.lite.1,GSM6212734,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP378421,PRJNA845529,3,845529,SRS13292336,SAMN28860382,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6212734,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN DIEGO,SRA1431447,,public,FE5D1B21058A6D87580A9862A84227D1,EBC92065D5F5157B57CFF953838042EC,,,,35814646,PCC 7942,Btn5,biofilm,btn3_planktonic_BG_d4,WT_BG,,pilB::Tn5 Mutant,BG-11,CO2,,,,aerobic,,,30C,,,,750,0.5,,5-30,,True,True,True
SRX15590315,SRR19538256,2022-06-06 13:09:15,2022-06-06 13:03:19,7944482,794448200,0,100,459,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19538/SRR19538256/SRR19538256.lite.1,GSM6212735,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP378421,PRJNA845529,3,845529,SRS13292337,SAMN28860381,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6212735,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN DIEGO,SRA1431447,,public,C113D926C0C40968C6935B156267384C,FBD0E1895C9ADE2E49657644DEB7FA71,,,,35814646,PCC 7942,Btn5,biofilm,btn3_planktonic_BG_d4,WT_BG,,pilB::Tn5 Mutant,BG-11,CO2,,,,aerobic,,,30C,,,,750,0.5,,5-30,,True,True,True
SRX15590316,SRR19538255,2022-06-06 13:09:15,2022-06-06 13:02:18,6655283,665528300,0,100,386,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19538/SRR19538255/SRR19538255.lite.1,GSM6212736,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP378421,PRJNA845529,3,845529,SRS13292338,SAMN28860380,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6212736,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN DIEGO,SRA1431447,,public,1160CAF3C815642129EDE7861981C22B,7C4AF140F969A9138DE0BBA5E4B74E1C,,,,35814646,PCC 7942,Btn5,biofilm,btn3_planktonic_BG_d4,WT_BG,,pilB::Tn5 Mutant,BG-11,CO2,,,,aerobic,,,30C,,,,750,0.5,,5-30,,True,True,True
SRX15590317,SRR19538254,2022-06-06 13:09:15,2022-06-06 13:02:52,7283463,728346300,0,100,424,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19538/SRR19538254/SRR19538254.lite.1,GSM6212737,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP378421,PRJNA845529,3,845529,SRS13292339,SAMN28860379,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6212737,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN DIEGO,SRA1431447,,public,43A11E902667AF39E8D4100D304A9DFB,045F3CE5F498A503BFFDD75BC54CE2B8,,,,35814646,PCC 7942,Btn5,biofilm,btn5_biofilm_BG_d4,WT_BG,,pilB::Tn5 Mutant,BG-11,CO2,,,,aerobic,,,30C,,,,750,0.5,,5-30,,True,True,True
SRX15590318,SRR19538253,2022-06-06 13:09:15,2022-06-06 13:03:14,7090785,709078500,0,100,415,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19538/SRR19538253/SRR19538253.lite.1,GSM6212738,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP378421,PRJNA845529,3,845529,SRS13292340,SAMN28860378,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6212738,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN DIEGO,SRA1431447,,public,F51678726766879D042AF2AA950BD5AE,43FB19B67FC1B3DDB3CC18A82A2BE31D,,,,35814646,PCC 7942,Btn5,biofilm,btn5_biofilm_BG_d4,WT_BG,,pilB::Tn5 Mutant,BG-11,CO2,,,,aerobic,,,30C,,,,750,0.5,,5-30,,True,True,True
SRX15590319,SRR19538252,2022-06-06 13:09:15,2022-06-06 13:03:12,7074859,707485900,0,100,412,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR019/19538/SRR19538252/SRR19538252.lite.1,GSM6212739,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP378421,PRJNA845529,3,845529,SRS13292341,SAMN28860377,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6212739,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN DIEGO,SRA1431447,,public,CD20451C3F59157BC44BFEE3673F04BF,F72F82EB35AFAC96EEC67BCE964AB3D9,,,,35814646,PCC 7942,Btn5,biofilm,btn5_biofilm_BG_d4,WT_BG,,pilB::Tn5 Mutant,BG-11,CO2,,,,aerobic,,,30C,,,,750,0.5,,5-30,,True,True,True
SRX15630037,SRR19578229,2023-02-09 02:22:41,2022-06-08 10:20:14,3858658,1157597400,3858658,300,350,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19578/SRR19578229/SRR19578229.lite.1,NC2_HTL1,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP379051,PRJNA847037,,847037,SRS13329979,SAMN28911402,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,NC2_HTL1,,,,,,,no,,,,,"QINGDAO INSTITUTE OF BIOENERGY AND BIOPROCESS TECHNOLOGY, CHINESE ACADEMY OF SCIENCES",SRA1433566,,public,6F38F27CEA12788A48761BD21567F6C9,15A38C8B9E6A8EB525DCC76263EF2BCF,,,,https://www.nature.com/articles/s41467-023-36964-5,PCC 7942,HS199,HLHT,NC2_HLHT,WT_NLNT,,NC2-1 mutation,BG-11,CO2,,,,aerobic,,,42C,,,log,730,0.05,white,2000,,True,True,True
SRX15630038,SRR19578228,2023-02-09 02:22:41,2022-06-08 10:19:46,3992714,1197814200,3992714,300,363,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19578/SRR19578228/SRR19578228.lite.1,NC2_HTL2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP379051,PRJNA847037,,847037,SRS13329980,SAMN28911403,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,NC2_HTL2,,,,,,,no,,,,,"QINGDAO INSTITUTE OF BIOENERGY AND BIOPROCESS TECHNOLOGY, CHINESE ACADEMY OF SCIENCES",SRA1433566,,public,E8803C8A9B2F5DAB0110A732782CC3C8,865B997AA3632BA7B404F70A1AB8291A,,,,https://www.nature.com/articles/s41467-023-36964-5,PCC 7942,HS199,HLHT,NC2_HLHT,WT_NLNT,,NC2-1 mutation,BG-11,CO2,,,,aerobic,,,42C,,,log,730,0.05,white,2000,,True,True,True
SRX15630039,SRR19578227,2023-02-09 02:22:41,2022-06-08 10:19:52,3819826,1145947800,3819826,300,342,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19578/SRR19578227/SRR19578227.lite.1,WT_NTL2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP379051,PRJNA847037,,847037,SRS13329981,SAMN28911412,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,WT_NTL2,,,,,,,no,,,,,"QINGDAO INSTITUTE OF BIOENERGY AND BIOPROCESS TECHNOLOGY, CHINESE ACADEMY OF SCIENCES",SRA1433566,,public,85831ECDF17BEC25D31DD81AC905B388,DF20A8B4DD8639275F1ABF6CB18FC496,,,,https://www.nature.com/articles/s41467-023-36964-5,PCC 7942,WT,HLHT,WT_NLNT,WT_NLNT,,WT,BG-11,CO2,,,,aerobic,,,30C,,,log,730,0.05,white,500,,True,True,True
SRX15630040,SRR19578226,2023-02-09 02:22:41,2022-06-08 10:20:44,4351767,1305530100,4351767,300,409,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19578/SRR19578226/SRR19578226.lite.1,WT_NTL3,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP379051,PRJNA847037,,847037,SRS13329982,SAMN28911413,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,WT_NTL3,,,,,,,no,,,,,"QINGDAO INSTITUTE OF BIOENERGY AND BIOPROCESS TECHNOLOGY, CHINESE ACADEMY OF SCIENCES",SRA1433566,,public,CB38C3739E5B787252FE8AAB8178B4B7,465C63C3AF1B8D86FF53D33091728B26,,,,https://www.nature.com/articles/s41467-023-36964-5,PCC 7942,WT,HLHT,WT_NLNT,WT_NLNT,,WT,BG-11,CO2,,,,aerobic,,,30C,,,log,730,0.05,white,500,,True,True,True
SRX15630041,SRR19578225,2023-02-09 02:22:41,2022-06-08 10:19:47,3866739,1160021700,3866739,300,354,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19578/SRR19578225/SRR19578225.lite.1,NC2_HTL3,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP379051,PRJNA847037,,847037,SRS13329983,SAMN28911404,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,NC2_HTL3,,,,,,,no,,,,,"QINGDAO INSTITUTE OF BIOENERGY AND BIOPROCESS TECHNOLOGY, CHINESE ACADEMY OF SCIENCES",SRA1433566,,public,72F4B56A40D2D25D74DA5F1CE71804B4,D50D9089073F390384D8C2523F88B201,,,,https://www.nature.com/articles/s41467-023-36964-5,PCC 7942,HS199,HLHT,NC2_HLHT,WT_NLNT,,NC2-1 mutation,BG-11,CO2,,,,aerobic,,,42C,,,log,730,0.05,white,2000,,True,True,True
SRX15630042,SRR19578224,2023-02-09 02:22:41,2022-06-08 10:22:18,3911455,1173436500,3911455,300,360,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19578/SRR19578224/SRR19578224.lite.1,NC2_NTL1,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP379051,PRJNA847037,,847037,SRS13329984,SAMN28911405,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,NC2_NTL1,,,,,,,no,,,,,"QINGDAO INSTITUTE OF BIOENERGY AND BIOPROCESS TECHNOLOGY, CHINESE ACADEMY OF SCIENCES",SRA1433566,,public,0B25C32269D29C7795F1F110C6991911,073F907F5BA91AB1F694DEB988E8F098,,,,https://www.nature.com/articles/s41467-023-36964-5,PCC 7942,HS199,HLHT,NC2_NLNT,WT_NLNT,,NC2-1 mutation,BG-11,CO2,,,,aerobic,,,30C,,,log,730,0.05,white,500,,True,True,True
SRX15630043,SRR19578223,2023-02-09 02:22:41,2022-06-08 10:20:29,4437586,1331275800,4437586,300,407,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19578/SRR19578223/SRR19578223.lite.1,NC2_NTL2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP379051,PRJNA847037,,847037,SRS13329985,SAMN28911406,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,NC2_NTL2,,,,,,,no,,,,,"QINGDAO INSTITUTE OF BIOENERGY AND BIOPROCESS TECHNOLOGY, CHINESE ACADEMY OF SCIENCES",SRA1433566,,public,F46A60A9E4345DF629F47DECA7634264,BC0EF2F87563408C0278D66414061F8E,,,,https://www.nature.com/articles/s41467-023-36964-5,PCC 7942,HS199,HLHT,NC2_NLNT,WT_NLNT,,NC2-1 mutation,BG-11,CO2,,,,aerobic,,,30C,,,log,730,0.05,white,500,,True,True,True
SRX15630044,SRR19578222,2023-02-09 02:22:41,2022-06-08 10:19:48,3860053,1158015900,3860053,300,360,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19578/SRR19578222/SRR19578222.lite.1,NC2_NTL3,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP379051,PRJNA847037,,847037,SRS13329986,SAMN28911407,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,NC2_NTL3,,,,,,,no,,,,,"QINGDAO INSTITUTE OF BIOENERGY AND BIOPROCESS TECHNOLOGY, CHINESE ACADEMY OF SCIENCES",SRA1433566,,public,F57D89280DA480E69290FCBB8FEB465E,9883D3355BE29B89E8A7103B2B1CA5A3,,,,https://www.nature.com/articles/s41467-023-36964-5,PCC 7942,HS199,HLHT,NC2_NLNT,WT_NLNT,,NC2-1 mutation,BG-11,CO2,,,,aerobic,,,30C,,,log,730,0.05,white,500,,True,True,True
SRX15630045,SRR19578221,2023-02-09 02:22:41,2022-06-08 10:20:52,3686483,1105944900,3686483,300,329,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19578/SRR19578221/SRR19578221.lite.1,WT_HTL1,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP379051,PRJNA847037,,847037,SRS13329987,SAMN28911408,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,WT_HTL1,,,,,,,no,,,,,"QINGDAO INSTITUTE OF BIOENERGY AND BIOPROCESS TECHNOLOGY, CHINESE ACADEMY OF SCIENCES",SRA1433566,,public,C72144795AA10B1EAF723C92476AB3BA,0BFC99D1EEE71EB4A9EC7AA312A60ADC,,,,https://www.nature.com/articles/s41467-023-36964-5,PCC 7942,WT,HLHT,WT_HLHT,WT_NLNT,,WT,BG-11,CO2,,,,aerobic,,,42C,,,log,730,0.05,white,2000,,True,True,True
SRX15630046,SRR19578220,2023-02-09 02:22:41,2022-06-08 10:19:49,3954824,1186447200,3954824,300,358,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19578/SRR19578220/SRR19578220.lite.1,WT_HTL2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP379051,PRJNA847037,,847037,SRS13329988,SAMN28911409,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,WT_HTL2,,,,,,,no,,,,,"QINGDAO INSTITUTE OF BIOENERGY AND BIOPROCESS TECHNOLOGY, CHINESE ACADEMY OF SCIENCES",SRA1433566,,public,A26AF0E5C63E02475260842FF58D6E0E,41FFE5B18064470DBD0764C8435AD37A,,,,https://www.nature.com/articles/s41467-023-36964-5,PCC 7942,WT,HLHT,WT_HLHT,WT_NLNT,,WT,BG-11,CO2,,,,aerobic,,,42C,,,log,730,0.05,white,2000,,True,True,True
SRX15630047,SRR19578219,2023-02-09 02:22:41,2022-06-08 10:20:10,4276897,1283069100,4276897,300,404,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19578/SRR19578219/SRR19578219.lite.1,WT_HTL3,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP379051,PRJNA847037,,847037,SRS13329989,SAMN28911410,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,WT_HTL3,,,,,,,no,,,,,"QINGDAO INSTITUTE OF BIOENERGY AND BIOPROCESS TECHNOLOGY, CHINESE ACADEMY OF SCIENCES",SRA1433566,,public,E4525B4C8C2B23CCF2AB934516E30998,F55AE4152B4594737B27389F8736216E,,,,https://www.nature.com/articles/s41467-023-36964-5,PCC 7942,WT,HLHT,WT_HLHT,WT_NLNT,,WT,BG-11,CO2,,,,aerobic,,,42C,,,log,730,0.05,white,2000,,True,True,True
SRX15630048,SRR19578218,2023-02-09 02:22:41,2022-06-08 10:19:40,3924154,1177246200,3924154,300,352,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19578/SRR19578218/SRR19578218.lite.1,WT_NTL1,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP379051,PRJNA847037,,847037,SRS13329990,SAMN28911411,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,WT_NTL1,,,,,,,no,,,,,"QINGDAO INSTITUTE OF BIOENERGY AND BIOPROCESS TECHNOLOGY, CHINESE ACADEMY OF SCIENCES",SRA1433566,,public,D293223D01C7C3C4B0823D52E858513E,8CE3F701B4EA484D94C670EE4216F731,,,,https://www.nature.com/articles/s41467-023-36964-5,PCC 7942,WT,HLHT,WT_NLNT,WT_NLNT,,WT,BG-11,CO2,,,,aerobic,,,30C,,,log,730,0.05,white,500,,True,True,True
SRX15947806,SRR19905021,2022-11-04 14:55:57,2022-06-29 23:20:08,9537648,972840096,9537648,102,285,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19905/SRR19905021/SRR19905021.lite.1,PAL60_15m_UV_R1,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP384271,PRJNA854269,,854269,SRS13634671,SAMN29425846,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,PAL60_15m_UV_R1,,,,,,,no,,,,,UCSD,SRA1446442,,public,5247DE4724E87E3A2BF1C4934B4C3BC8,AEDF5678E539624BCAB6437D29B3ADA9,,,,https://www.pnas.org/doi/full/10.1073/pnas.2211789119,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True
SRX15947808,SRR19905019,2022-11-04 14:55:57,2022-06-29 23:20:40,12616750,1286908500,12616750,102,380,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19905/SRR19905019/SRR19905019.lite.1,PAL62_15m_UV_R2,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP384271,PRJNA854269,,854269,SRS13634673,SAMN29425848,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,PAL62_15m_UV_R2,,,,,,,no,,,,,UCSD,SRA1446442,,public,30742B24ED5E9A7DCD4BF8EEEB5644F1,492FADD2EC0D11F4A3D36C9A52EF1E67,,,,https://www.pnas.org/doi/full/10.1073/pnas.2211789119,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True
SRX15947809,SRR19905018,2022-11-04 14:55:57,2022-06-29 23:18:52,9087374,926912148,9087374,102,273,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19905/SRR19905018/SRR19905018.lite.1,PAL63_15m_C_R2,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP384271,PRJNA854269,,854269,SRS13634674,SAMN29425849,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,PAL63_15m_C_R2,,,,,,,no,,,,,UCSD,SRA1446442,,public,4D5B000706BB0501A421105EFD3FBBA9,8E645105B90412FB8AFD37F3422BDC64,,,,https://www.pnas.org/doi/full/10.1073/pnas.2211789119,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True
SRX15947810,SRR19905017,2022-11-04 14:55:57,2022-06-29 23:20:20,11349970,1157696940,11349970,102,341,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19905/SRR19905017/SRR19905017.lite.1,PAL64_15m_UV_R3,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP384271,PRJNA854269,,854269,SRS13634675,SAMN29425850,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,PAL64_15m_UV_R3,,,,,,,no,,,,,UCSD,SRA1446442,,public,E6342016B4FBE88D151F1DE6314B05F6,53BACADBCA1367A6E529D644F6530D39,,,,https://www.pnas.org/doi/full/10.1073/pnas.2211789119,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True
SRX15947812,SRR19905015,2022-11-04 14:55:57,2022-06-29 23:19:47,11690204,1192400808,11690204,102,353,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19905/SRR19905015/SRR19905015.lite.1,PAL65_15m_C_R3,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP384271,PRJNA854269,,854269,SRS13634677,SAMN29425851,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,PAL65_15m_C_R3,,,,,,,no,,,,,UCSD,SRA1446442,,public,EDBE390B143D03A397D8387C2770825D,422FACB9652E6F8774B7548EA7699C42,,,,https://www.pnas.org/doi/full/10.1073/pnas.2211789119,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True
SRX15947813,SRR19905014,2022-11-04 14:55:57,2022-06-29 23:19:10,10203070,1040713140,10203070,102,308,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19905/SRR19905014/SRR19905014.lite.1,PAL66_2h_C_R1,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP384271,PRJNA854269,,854269,SRS13634678,SAMN29425852,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,PAL66_2h_C_R1,,,,,,,no,,,,,UCSD,SRA1446442,,public,613541A64EAA57B8E8E824D9E262B237,5D9663B6792F2E5C47157A9E1CD30CB0,,,,https://www.pnas.org/doi/full/10.1073/pnas.2211789119,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True
SRX15947814,SRR19905013,2022-11-04 14:55:57,2022-06-29 23:18:15,9519981,971038062,9519981,102,288,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19905/SRR19905013/SRR19905013.lite.1,PAL67_2h_C_R2,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP384271,PRJNA854269,,854269,SRS13634679,SAMN29425853,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,PAL67_2h_C_R2,,,,,,,no,,,,,UCSD,SRA1446442,,public,39674E6C4CC1715289F935110CFE816A,C0935AB1F53D753FC85CD967CAD31D21,,,,https://www.pnas.org/doi/full/10.1073/pnas.2211789119,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True
SRX17839586,SRR21851024,2023-01-10 00:22:45,2022-10-10 11:28:14,14823370,4447011000,14823370,300,1300,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21851/SRR21851024/SRR21851024.lite.1,S1722,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP401786,PRJNA888938,,888938,SRS15361670,SAMN31221722,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,synPCC7942_1,,,,,,,no,,,,,SHANDONG UNIVERSITY,SRA1516927,,public,D8F3E842D1EF1E4303818C242BB94B55,D625AFB55A502580386390553063BF9D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True
SRX17839587,SRR21851023,2023-01-10 00:22:45,2022-10-10 11:28:13,18105300,5431590000,18105300,300,1545,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21851/SRR21851023/SRR21851023.lite.1,S1723,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP401786,PRJNA888938,,888938,SRS15361669,SAMN31221723,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,synPCC7942_2,,,,,,,no,,,,,SHANDONG UNIVERSITY,SRA1516927,,public,27704BCC6453356B86B42D8EA509E8A8,21F07BF6386BCB32CC37EEB97B1C1AA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True
SRX17839588,SRR21851022,2023-01-10 00:22:45,2022-10-10 11:27:04,13794681,4138404300,13794681,300,1186,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21851/SRR21851022/SRR21851022.lite.1,S1724,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP401786,PRJNA888938,,888938,SRS15361671,SAMN31221724,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,synPCC7942_3,,,,,,,no,,,,,SHANDONG UNIVERSITY,SRA1516927,,public,0CFFAAF7CF2919DBB93D4814B6CBB31E,CF2C0B9DE40C01199CAF078246CD2729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True
SRX17839589,SRR21851021,2023-01-10 00:22:45,2022-10-10 11:28:05,18543505,5563051500,18543505,300,1582,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21851/SRR21851021/SRR21851021.lite.1,S1725,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP401786,PRJNA888938,,888938,SRS15361672,SAMN31221725,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,synPCC7942_HS_1,,,,,,,no,,,,,SHANDONG UNIVERSITY,SRA1516927,,public,FF8A108E9390F4BBA0D71E84EEB37ED2,5BC24E02BE60FCC3F40956506E125036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True
