Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	Swift	publication	biosample_strain	biosample_genotype	project	condition	reference_condition	post_induction_time	strain_description	base_media	carbon_source	carbon_ml/min	nitrogen_source	inducer_agent	aerobicity	inoculation	supplement	temperature	entrainment	post_entrainment_condition	growth_phase	OD_wavelength	OD	fluorescent light	intensity	light_flux_umol/m2/s	skip	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	full_name	passed_replicate_correlations
SRX3211308	SRR6069381	2017-12-18 09:18:10	2017-09-25 11:58:18	9069077.0	453453850.0	0.0	50.0	225.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069381.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536071	SAMN07693159	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792391							no					GEO	SRA612636		public	382779BD059DE3241D9C7F3FABB4B560	0B46740979A4749513DBE96C7FE56FC6				29239721	PCC 7942	WT	light_3	LL_dawn_4h	LL_dawn_0.5h	4h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_3:LL_dawn_4h	True
SRX3211309	SRR6069382	2017-12-18 09:18:10	2017-09-25 11:58:17	9122823.0	456141150.0	0.0	50.0	236.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069382.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536070	SAMN07693158	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792392							no					GEO	SRA612636		public	99B93122746F7E496F6BCBBE733B51F5	863603D884304963D1F529DB7DDCEEFD				29239721	PCC 7942	WT	light_3	LL_dawn_4h	LL_dawn_0.5h	4h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_3:LL_dawn_4h	True
SRX3211310	SRR6069383	2017-12-18 09:18:10	2017-09-25 11:58:11	7489968.0	374498400.0	0.0	50.0	182.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069383.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536072	SAMN07693157	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792393							no					GEO	SRA612636		public	271BF219CA67FA31409C8FB1BE5A032D	AA3B3496D3A8449F55035965D9B012AB				29239721	PCC 7942	WT	light_3	LL_dawn_6h	LL_dawn_0.5h	6h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_3:LL_dawn_6h	True
SRX3211311	SRR6069384	2017-12-18 09:18:10	2017-09-25 11:58:28	9903726.0	495186300.0	0.0	50.0	251.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069384.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536073	SAMN07693156	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792394							no					GEO	SRA612636		public	40ECD2354AAF2480028910C5CA3AFEC6	3C1B362B017F0E0E2500CF84F642CA11				29239721	PCC 7942	WT	light_3	LL_dawn_6h	LL_dawn_0.5h	6h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_3:LL_dawn_6h	True
SRX3211312	SRR6069385	2017-12-18 09:18:10	2017-09-25 11:58:12	7615297.0	380764850.0	0.0	50.0	185.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069385.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536074	SAMN07693215	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792395							no					GEO	SRA612636		public	CA0A33F76FC7283F1AD95D8DC7C28979	B56EE87D5E058AE35484C5017780BAF5				29239721	PCC 7942	WT	light_3	LL_dawn_8h	LL_dawn_0.5h	8h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_3:LL_dawn_8h	True
SRX3211313	SRR6069386	2017-12-18 09:18:10	2017-09-25 11:58:22	9427609.0	471380450.0	0.0	50.0	238.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069386.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536075	SAMN07693214	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792396							no					GEO	SRA612636		public	36A698C27D52E62FAFFA66C9095C5CF4	E0F2476AF319DD98DC8C7161423BBF91				29239721	PCC 7942	WT	light_3	LL_dawn_8h	LL_dawn_0.5h	8h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_3:LL_dawn_8h	True
SRX3211314	SRR6069387	2017-12-18 09:18:10	2017-09-25 11:58:33	9463052.0	473152600.0	0.0	50.0	230.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069387.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536076	SAMN07693213	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792397							no					GEO	SRA612636		public	FBF60E52BCC4EC3BA391F2A27226A42B	15E631252B82AA030B84FFD48EFAB502				29239721	PCC 7942	WT	light_3	LL_dawn_9h	LL_dawn_0.5h	9h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_3:LL_dawn_9h	True
SRX3211315	SRR6069388	2017-12-18 09:18:10	2017-09-25 11:58:44	11501570.0	575078500.0	0.0	50.0	292.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069388.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536078	SAMN07693212	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792398							no					GEO	SRA612636		public	7C247B7F418468FD3E0A330C38F6B5F6	01A3AE1ABC7B9EB5C139488F4EDEE029				29239721	PCC 7942	WT	light_3	LL_dawn_9h	LL_dawn_0.5h	9h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_3:LL_dawn_9h	True
SRX3211316	SRR6069389	2017-12-18 09:18:10	2017-09-25 11:58:37	10916343.0	545817150.0	0.0	50.0	266.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069389.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536077	SAMN07693211	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792399							no					GEO	SRA612636		public	4F1EEF28A73EF2A9D84485B4A91885CE	E690479944D5C309618F817935CDFDBF				29239721	PCC 7942	WT	light_3	LL_dawn_10h	LL_dawn_0.5h	10h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_3:LL_dawn_10h	True
SRX3211317	SRR6069390	2017-12-18 09:18:10	2017-09-25 11:59:12	12836949.0	641847450.0	0.0	50.0	325.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069390.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536079	SAMN07693210	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792400							no					GEO	SRA612636		public	C15C880548F563CA86D4A0FB6201D116	5898C41121D63B2E5356F222EA6970AF				29239721	PCC 7942	WT	light_3	LL_dawn_10h	LL_dawn_0.5h	10h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_3:LL_dawn_10h	True
SRX3211318	SRR6069391	2017-12-18 09:18:10	2017-09-25 11:58:43	10003585.0	500179250.0	0.0	50.0	242.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069391.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536080	SAMN07693209	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792401							no					GEO	SRA612636		public	B1FAFCF5FDB8F1B6AD800DC69D7C97A8	4A2E2E08BA25EAF179BD404B61481CA3				29239721	PCC 7942	WT	light_3	LL_dawn_12h	LL_dawn_0.5h	12h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_3:LL_dawn_12h	True
SRX3211319	SRR6069392	2017-12-18 09:18:10	2017-09-25 11:58:56	13218632.0	660931600.0	0.0	50.0	333.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069392.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536081	SAMN07693208	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792402							no					GEO	SRA612636		public	B95F820F026F1473EC9B940C917750D0	01797D650B8E41ED72B3C6333D1197E0				29239721	PCC 7942	WT	light_3	LL_dawn_12h	LL_dawn_0.5h	12h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_3:LL_dawn_12h	True
SRX3211322	SRR6069395	2017-12-18 09:18:10	2017-09-25 11:58:59	10992595.0	549629750.0	0.0	50.0	267.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069395.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536084	SAMN07693204	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792405							no					GEO	SRA612636		public	88773E0A62F146FCF259F94F666CA76F	2B3E16476A3900CFC236406B85A9CE00				29239721	PCC 7942	WT	light_4	CD_dawn_2h	CD_dawn_2h	2h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_4:CD_dawn_2h	True
SRX3211323	SRR6069396	2017-12-18 09:18:10	2017-09-25 11:58:18	5847952.0	292397600.0	0.0	50.0	143.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069396.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536085	SAMN07693203	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792406							no					GEO	SRA612636		public	A94C9CE473EF2CA225A72B621ED22DCD	EE07D2D237A4E78E96E17701AE73A5D6				29239721	PCC 7942	WT	light_4	CD_dawn_2h	CD_dawn_2h	2h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_4:CD_dawn_2h	True
SRX3211324	SRR6069397	2017-12-18 09:18:10	2017-09-25 11:58:04	4358556.0	217927800.0	0.0	50.0	105.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069397.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536086	SAMN07693193	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792407							no					GEO	SRA612636		public	2A5FB02201D7748E541F39DA7FFF0B52	4DC1328B1D95FAFEB77ABFB3FB6A165C				29239721	PCC 7942	WT	light_4	CD_dawn_4h	CD_dawn_2h	4h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_4:CD_dawn_4h	True
SRX3211325	SRR6069398	2017-12-18 09:18:10	2017-09-25 11:58:20	6172768.0	308638400.0	0.0	50.0	151.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069398.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536087	SAMN07693192	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792408							no					GEO	SRA612636		public	AF4B68E165C74A8D004B92B19AF7AA93	C66122216BBA5EF02817BEEC8455B31B				29239721	PCC 7942	WT	light_4	CD_dawn_4h	CD_dawn_2h	4h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_4:CD_dawn_4h	True
SRX3211326	SRR6069399	2017-12-18 09:18:10	2017-09-25 11:58:47	9272494.0	463624700.0	0.0	50.0	223.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069399.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536088	SAMN07693191	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792409							no					GEO	SRA612636		public	A950FD814A67786F7F5F161A52070B44	437797D6F5B7F2F6BD8E88560498C077				29239721	PCC 7942	WT	light_4	CD_dawn_6h	CD_dawn_2h	6h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_4:CD_dawn_6h	True
SRX3211327	SRR6069400	2017-12-18 09:18:10	2017-09-25 11:58:30	7530727.0	376536350.0	0.0	50.0	183.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069400.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536089	SAMN07693190	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792410							no					GEO	SRA612636		public	E6C04ED581FA895C9EA335DF4A5E345B	00553DC2176982477DEB647D788BF3A4				29239721	PCC 7942	WT	light_4	CD_dawn_6h	CD_dawn_2h	6h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_4:CD_dawn_6h	True
SRX3211330	SRR6069403	2017-12-18 09:18:10	2017-09-25 11:58:31	5321335.0	266066750.0	0.0	50.0	128.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069403.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536092	SAMN07693187	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792413							no					GEO	SRA612636		public	C267FB852A562B0B1A0D753F07261775	B943AECF0F771FE5163E579DB9D5D89A				29239721	PCC 7942	WT	light_4	CD_dawn_9h	CD_dawn_2h	9h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_4:CD_dawn_9h	True
SRX3211331	SRR6069404	2017-12-18 09:18:10	2017-09-25 11:58:41	6046650.0	302332500.0	0.0	50.0	147.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069404.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536093	SAMN07693186	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792414							no					GEO	SRA612636		public	ACFDD284B6885C29B4C8CFCD5C927665	C34D172340A8BB4A45B0C9A0D0718164				29239721	PCC 7942	WT	light_4	CD_dawn_9h	CD_dawn_2h	9h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_4:CD_dawn_9h	True
SRX3211332	SRR6069405	2017-12-18 09:18:10	2017-09-25 11:58:37	7658916.0	382945800.0	0.0	50.0	184.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069405.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536094	SAMN07693185	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792415							no					GEO	SRA612636		public	2D203B0901BD3AB27306BA825B3548C7	E34718E7BC32F6F817C703137590B643				29239721	PCC 7942	WT	light_4	CD_dawn_10h	CD_dawn_2h	10h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_4:CD_dawn_10h	True
SRX3211333	SRR6069406	2017-12-18 09:18:11	2017-09-25 11:58:39	6408183.0	320409150.0	0.0	50.0	157.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069406.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536095	SAMN07693184	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792416							no					GEO	SRA612636		public	E01F1500C326C80D06438CE689C3ADD4	8C0623552233F2A21DBC14A6B2AC47D4				29239721	PCC 7942	WT	light_4	CD_dawn_10h	CD_dawn_2h	10h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_4:CD_dawn_10h	True
SRX3211336	SRR6069409	2017-12-18 09:18:11	2017-09-25 11:58:56	6676557.0	333827850.0	0.0	50.0	162.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069409.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536098	SAMN07693181	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792419							no					GEO	SRA612636		public	F48AF6C750928B00AA619567FE14DD7C	679882222E2D94A1ABC6225FCE76B637				29239721	PCC 7942	WT	light_1	HP_dawn_8h	HP_dawn_8h	8h since dawn, Time 0	WT	BG-11												750.0	0.3					True	True	True	light_1:HP_dawn_8h	True
SRX3211337	SRR6069410	2017-12-18 09:18:11	2017-09-25 11:58:41	7191101.0	359555050.0	0.0	50.0	182.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069410.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536099	SAMN07693180	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792420							no					GEO	SRA612636		public	17E3410127BD30B745D26B787A0C2B6C	0421171ED4231A723F6728C401962F52				29239721	PCC 7942	WT	light_1	HP_dawn_8h	HP_dawn_8h	8h since dawn, Time 0	WT	BG-11												750.0	0.3					True	True	True	light_1:HP_dawn_8h	True
SRX3211338	SRR6069411	2017-12-18 09:18:11	2017-09-25 11:59:09	9717654.0	485882700.0	0.0	50.0	235.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069411.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536100	SAMN07693179	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792421							no					GEO	SRA612636		public	0F70216AB63A2A38F5107C707E30C63C	B22F3527DE8CD7C684D35EDBC821C54C				29239721	PCC 7942	WT	light_1	HP_15m_dawn_8.25h	HP_dawn_8h	8.25h since dawn, Time 15 min	WT	BG-11												750.0	0.3					True	True	True	light_1:HP_15m_dawn_8.25h	True
SRX3211339	SRR6069412	2017-12-18 09:18:11	2017-09-25 11:58:51	8587546.0	429377300.0	0.0	50.0	217.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069412.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536101	SAMN07693178	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792422							no					GEO	SRA612636		public	621C28CD2E29FC6B60B8EE06FCC809F9	F99E94118A3A9801CF2D269BDAE2B6B0				29239721	PCC 7942	WT	light_1	HP_15m_dawn_8.25h	HP_dawn_8h	8.25h since dawn, Time 15 min	WT	BG-11												750.0	0.3					True	True	True	light_1:HP_15m_dawn_8.25h	True
SRX3211340	SRR6069413	2017-12-18 09:18:11	2017-09-25 11:59:01	8513652.0	425682600.0	0.0	50.0	209.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069413.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536102	SAMN07693177	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792423							no					GEO	SRA612636		public	FB42A998EEEF4836AD87B88407746EA7	7B9C516CA8CE574273A1C035FF9BC715				29239721	PCC 7942	WT	light_1	HP_30m_dawn_8.5h	HP_dawn_8h	8.5h since dawn, Time 30 min	WT	BG-11												750.0	0.3					True	True	True	light_1:HP_30m_dawn_8.5h	True
SRX3211341	SRR6069414	2017-12-18 09:18:11	2017-09-25 11:59:03	9587190.0	479359500.0	0.0	50.0	244.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069414.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536103	SAMN07693176	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792424							no					GEO	SRA612636		public	683CF66146C34AD71A667425E8238565	741B4E812DD7593BE45966FD24318ED6				29239721	PCC 7942	WT	light_1	HP_30m_dawn_8.5h	HP_dawn_8h	8.5h since dawn, Time 30 min	WT	BG-11												750.0	0.3					True	True	True	light_1:HP_30m_dawn_8.5h	True
SRX3211342	SRR6069415	2017-12-18 09:18:11	2017-09-25 11:58:59	8242414.0	412120700.0	0.0	50.0	200.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069415.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536104	SAMN07693175	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792425							no					GEO	SRA612636		public	D4246D2DDA0792EAD965E98D814AF48B	3E4CF9520037A2CFD2E75BBAFFA46BC4				29239721	PCC 7942	WT	light_1	HP_60m_dawn_9h	HP_dawn_8h	9h since dawn, time 60 min	WT	BG-11												750.0	0.3					True	True	True	light_1:HP_60m_dawn_9h	True
SRX3211343	SRR6069419	2017-12-18 09:18:11	2017-09-25 11:58:59	9281711.0	464085550.0	0.0	50.0	225.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069419.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536105	SAMN07693171	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792429							no					GEO	SRA612636		public	2A1F30A4D5A5EBE50A6EC7AAC50C411B	A7075AB094E650FBA8565FDB0F82A9F9				29239721	PCC 7942	WT	light_1	HP_30mLL_dawn_9.5h	HP_dawn_8h	9.5h since dawn, Time 30 min return	WT	BG-11												750.0	0.3					True	True	True	light_1:HP_30mLL_dawn_9.5h	True
SRX3211344	SRR6069420	2017-12-18 09:18:11	2017-09-25 11:58:37	5248015.0	262400750.0	0.0	50.0	133.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069420.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536106	SAMN07693170	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792430							no					GEO	SRA612636		public	BE9189349B0CEEA5CD8F848DCC30248D	9785296AF9F0B30C4415FB4D1D2F49C0				29239721	PCC 7942	WT	light_1	HP_30mLL_dawn_9.5h	HP_dawn_8h	9.5h since dawn, Time 30 min return	WT	BG-11												750.0	0.3					True	True	True	light_1:HP_30mLL_dawn_9.5h	True
SRX3211345	SRR6069421	2017-12-18 09:18:11	2017-09-25 11:59:18	8945138.0	447256900.0	0.0	50.0	217.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069421.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536107	SAMN07693169	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792431							no					GEO	SRA612636		public	532D7640D81845714891ADF60AF54221	F59E8AB93549C7325EAC366F91DE0130				29239721	PCC 7942	WT	light_1	HP_60mLL_dawn_10h	HP_dawn_8h	10h since dawn, Time 60 min return	WT	BG-11												750.0	0.3					True	True	True	light_1:HP_60mLL_dawn_10h	True
